index,r_value,g_value,b_value,path
499,217,161,110,data_v2/raw_train/grade2_28.jpg
500,217,161,68,data_v2/raw_train/grade2_285.jpg
501,217,161,68,data_v2/raw_train/grade2_286.jpg
502,217,107,78,data_v2/raw_train/grade2_61.jpg
503,217,134,71,data_v2/raw_train/grade2_66.jpg
504,217,130,70,data_v2/raw_train/grade2_67.jpg
505,217,164,90,data_v2/raw_train/grade2_84.jpg
506,217,172,110,data_v2/raw_train/grade3_121.jpg
507,217,161,106,data_v2/raw_train/grade3_139.jpg
508,217,139,87,data_v2/raw_train/grade3_147.jpg
509,217,174,106,data_v2/raw_train/grade3_151.jpg
510,217,154,87,data_v2/raw_train/grade3_180.jpg
511,217,143,59,data_v2/raw_train/grade3_190.jpg
512,217,164,49,data_v2/raw_train/grade3_219.jpg
513,217,157,40,data_v2/raw_train/grade3_22.jpg
514,217,161,70,data_v2/raw_train/grade3_25.jpg
515,217,154,13,data_v2/raw_train/grade3_251.jpg
516,217,121,81,data_v2/raw_train/grade3_27.jpg
517,217,178,116,data_v2/raw_train/grade4_127.jpg
518,217,158,97,data_v2/raw_train/grade4_133.jpg
519,217,146,89,data_v2/raw_train/grade4_147.jpg
520,217,162,95,data_v2/raw_train/grade4_160.jpg
521,217,153,14,data_v2/raw_train/grade4_179.jpg
522,217,152,75,data_v2/raw_train/grade4_181.jpg
523,217,172,103,data_v2/raw_train/grade4_189.jpg
524,217,154,111,data_v2/raw_train/grade4_20.jpg
525,217,164,49,data_v2/raw_train/grade4_217.jpg
526,217,157,15,data_v2/raw_train/grade4_240.jpg
527,217,168,116,data_v2/raw_train/grade4_247.jpg
528,217,160,50,data_v2/raw_train/grade4_248.jpg
529,217,156,55,data_v2/raw_train/grade4_259.jpg
530,217,144,61,data_v2/raw_train/grade4_26.jpg
531,217,164,108,data_v2/raw_train/grade4_295.jpg
532,217,156,62,data_v2/raw_train/grade4_300.jpg
533,217,156,98,data_v2/raw_train/grade4_301.jpg
534,217,168,115,data_v2/raw_train/grade4_303.jpg
535,217,160,42,data_v2/raw_train/grade4_48.jpg
536,217,185,133,data_v2/raw_train/grade4_73.jpg
537,217,154,106,data_v2/raw_train/grade5_100.jpg
538,217,148,79,data_v2/raw_train/grade5_122.jpg
539,217,159,68,data_v2/raw_train/grade5_152.jpg
540,217,141,77,data_v2/raw_train/grade5_176.jpg
541,217,186,123,data_v2/raw_train/grade5_232.jpg
542,217,148,40,data_v2/raw_train/grade5_243.jpg
543,217,148,39,data_v2/raw_train/grade5_244.jpg
544,217,154,91,data_v2/raw_train/grade5_263.jpg
545,217,155,75,data_v2/raw_train/grade5_27.jpg
546,217,172,107,data_v2/raw_train/grade5_302.jpg
547,217,105,64,data_v2/raw_train/grade5_56.jpg
548,217,153,95,data_v2/raw_train/grade5_73.jpg
549,217,160,74,data_v2/raw_train/grade5_81.jpg
550,217,161,80,data_v2/raw_train/grade6_122.jpg
551,217,148,89,data_v2/raw_train/grade6_152.jpg
552,217,155,62,data_v2/raw_train/grade6_166.jpg
553,217,167,74,data_v2/raw_train/grade6_175.jpg
554,217,158,69,data_v2/raw_train/grade6_225.jpg
555,217,159,16,data_v2/raw_train/grade6_235.jpg
556,217,149,87,data_v2/raw_train/grade6_24.jpg
557,217,163,91,data_v2/raw_train/grade6_241.jpg
558,217,157,20,data_v2/raw_train/grade6_273.jpg
559,217,117,84,data_v2/raw_train/grade6_281.jpg
560,217,156,100,data_v2/raw_train/grade6_295.jpg
561,217,164,74,data_v2/raw_train/grade6_305.jpg
562,217,139,62,data_v2/raw_train/grade6_33.jpg
563,217,148,87,data_v2/raw_train/grade6_35.jpg
564,217,156,88,data_v2/raw_train/grade7_139.jpg
565,217,154,97,data_v2/raw_train/grade7_222.jpg
566,217,155,80,data_v2/raw_train/grade7_267.jpg
567,217,148,92,data_v2/raw_train/grade7_280.jpg
568,217,156,100,data_v2/raw_train/grade7_297.jpg
569,217,116,72,data_v2/raw_train/grade7_34.jpg
570,217,111,68,data_v2/raw_train/grade7_36.jpg
571,217,155,69,data_v2/raw_train/grade7_63.jpg
572,217,138,100,data_v2/raw_train/grade7_87.jpg
573,217,138,61,data_v2/raw_train/grade8_110.jpg
574,217,120,66,data_v2/raw_train/grade8_150.jpg
575,217,160,71,data_v2/raw_train/grade8_154.jpg
576,217,157,97,data_v2/raw_train/grade8_292.jpg
577,217,150,47,data_v2/raw_train/grade8_38.jpg
578,217,145,90,data_v2/raw_train/grade8_42.jpg
579,217,149,87,data_v2/raw_train/grade8_87.jpg
580,217,145,43,data_v2/raw_train/grade8_93.jpg
581,217,145,103,data_v2/raw_train/grade9_131.jpg
582,217,159,132,data_v2/raw_train/grade9_140.jpg
583,217,166,41,data_v2/raw_train/grade9_265.jpg
584,217,134,58,data_v2/raw_train/grade9_98.jpg
585,216,164,90,data_v2/raw_train/grade1_124.jpg
586,216,154,46,data_v2/raw_train/grade1_193.jpg
587,216,160,44,data_v2/raw_train/grade1_194.jpg
588,216,156,120,data_v2/raw_train/grade1_224.jpg
589,216,161,82,data_v2/raw_train/grade1_244.jpg
590,216,155,109,data_v2/raw_train/grade1_38.jpg
591,216,161,73,data_v2/raw_train/grade1_60.jpg
592,216,166,80,data_v2/raw_train/grade1_97.jpg
593,216,122,62,data_v2/raw_train/grade2_102.jpg
594,216,170,105,data_v2/raw_train/grade2_151.jpg
595,216,152,112,data_v2/raw_train/grade2_20.jpg
596,216,141,75,data_v2/raw_train/grade2_214.jpg
597,216,150,14,data_v2/raw_train/grade2_257.jpg
598,216,160,108,data_v2/raw_train/grade2_26.jpg
599,216,149,99,data_v2/raw_train/grade2_27.jpg
600,216,166,79,data_v2/raw_train/grade2_41.jpg
601,216,148,27,data_v2/raw_train/grade3_1.jpg
602,216,164,106,data_v2/raw_train/grade3_13.jpg
603,216,171,106,data_v2/raw_train/grade3_131.jpg
604,216,155,111,data_v2/raw_train/grade3_145.jpg
605,216,155,46,data_v2/raw_train/grade3_207.jpg
606,216,156,33,data_v2/raw_train/grade3_218.jpg
607,216,157,77,data_v2/raw_train/grade3_235.jpg
608,216,163,92,data_v2/raw_train/grade3_236.jpg
609,216,157,58,data_v2/raw_train/grade3_44.jpg
610,216,162,67,data_v2/raw_train/grade3_88.jpg
611,216,148,99,data_v2/raw_train/grade4_145.jpg
612,216,150,98,data_v2/raw_train/grade4_177.jpg
613,216,139,48,data_v2/raw_train/grade4_221.jpg
614,216,157,104,data_v2/raw_train/grade4_28.jpg
615,216,168,76,data_v2/raw_train/grade4_286.jpg
616,216,153,95,data_v2/raw_train/grade4_29.jpg
617,216,156,51,data_v2/raw_train/grade4_49.jpg
618,216,136,85,data_v2/raw_train/grade4_7.jpg
619,216,131,67,data_v2/raw_train/grade5_105.jpg
620,216,128,60,data_v2/raw_train/grade5_116.jpg
621,216,159,94,data_v2/raw_train/grade5_137.jpg
622,216,140,88,data_v2/raw_train/grade5_144.jpg
623,216,155,100,data_v2/raw_train/grade5_15.jpg
624,216,161,101,data_v2/raw_train/grade5_159.jpg
625,216,137,63,data_v2/raw_train/grade5_168.jpg
626,216,163,103,data_v2/raw_train/grade5_191.jpg
627,216,173,112,data_v2/raw_train/grade5_192.jpg
628,216,149,46,data_v2/raw_train/grade5_205.jpg
629,216,157,112,data_v2/raw_train/grade5_273.jpg
630,216,102,58,data_v2/raw_train/grade5_304.jpg
631,216,162,74,data_v2/raw_train/grade5_35.jpg
632,216,142,68,data_v2/raw_train/grade5_53.jpg
633,216,126,64,data_v2/raw_train/grade6_108.jpg
634,216,150,85,data_v2/raw_train/grade6_139.jpg
635,216,159,90,data_v2/raw_train/grade6_142.jpg
636,216,157,80,data_v2/raw_train/grade6_160.jpg
637,216,161,89,data_v2/raw_train/grade6_170.jpg
638,216,162,91,data_v2/raw_train/grade6_189.jpg
639,216,171,92,data_v2/raw_train/grade6_190.jpg
640,216,149,70,data_v2/raw_train/grade6_208.jpg
641,216,157,12,data_v2/raw_train/grade6_234.jpg
642,216,154,91,data_v2/raw_train/grade6_239.jpg
643,216,156,18,data_v2/raw_train/grade6_258.jpg
644,216,139,44,data_v2/raw_train/grade6_53.jpg
645,216,148,71,data_v2/raw_train/grade6_85.jpg
646,216,167,96,data_v2/raw_train/grade6_87.jpg
647,216,136,68,data_v2/raw_train/grade7_14.jpg
648,216,137,93,data_v2/raw_train/grade7_146.jpg
649,216,164,72,data_v2/raw_train/grade7_162.jpg
650,216,158,70,data_v2/raw_train/grade7_19.jpg
651,216,150,73,data_v2/raw_train/grade7_197.jpg
652,216,163,53,data_v2/raw_train/grade7_24.jpg
653,216,157,98,data_v2/raw_train/grade7_273.jpg
654,216,149,56,data_v2/raw_train/grade7_56.jpg
655,216,141,69,data_v2/raw_train/grade7_83.jpg
656,216,145,85,data_v2/raw_train/grade8_241.jpg
657,216,147,84,data_v2/raw_train/grade8_263.jpg
658,216,163,102,data_v2/raw_train/grade8_305.jpg
659,216,154,43,data_v2/raw_train/grade8_4.jpg
660,216,166,79,data_v2/raw_train/grade9_110.jpg
661,216,162,60,data_v2/raw_train/grade9_12.jpg
662,216,156,39,data_v2/raw_train/grade9_196.jpg
663,216,154,92,data_v2/raw_train/grade9_235.jpg
664,216,137,65,data_v2/raw_train/grade9_24.jpg
665,216,121,81,data_v2/raw_train/grade9_25.jpg
666,216,165,77,data_v2/raw_train/grade9_68.jpg
667,215,158,39,data_v2/raw_train/grade1_10.jpg
668,215,158,82,data_v2/raw_train/grade1_181.jpg
669,215,171,104,data_v2/raw_train/grade1_182.jpg
670,215,168,67,data_v2/raw_train/grade1_19.jpg
671,215,158,54,data_v2/raw_train/grade1_236.jpg
672,215,161,68,data_v2/raw_train/grade1_247.jpg
673,215,165,117,data_v2/raw_train/grade1_257.jpg
674,215,163,115,data_v2/raw_train/grade1_279.jpg
675,215,168,85,data_v2/raw_train/grade1_48.jpg
676,215,164,114,data_v2/raw_train/grade1_49.jpg
677,215,162,98,data_v2/raw_train/grade1_66.jpg
678,215,166,71,data_v2/raw_train/grade1_75.jpg
679,215,156,77,data_v2/raw_train/grade1_84.jpg
680,215,124,76,data_v2/raw_train/grade2_111.jpg
681,215,159,101,data_v2/raw_train/grade2_173.jpg
682,215,166,80,data_v2/raw_train/grade2_187.jpg
683,215,150,109,data_v2/raw_train/grade2_217.jpg
684,215,153,49,data_v2/raw_train/grade2_230.jpg
685,215,154,76,data_v2/raw_train/grade2_248.jpg
686,215,149,16,data_v2/raw_train/grade2_267.jpg
687,215,163,73,data_v2/raw_train/grade2_33.jpg
688,215,157,105,data_v2/raw_train/grade2_43.jpg
689,215,146,93,data_v2/raw_train/grade2_45.jpg
690,215,152,101,data_v2/raw_train/grade2_60.jpg
691,215,158,79,data_v2/raw_train/grade2_75.jpg
692,215,160,69,data_v2/raw_train/grade2_90.jpg
693,215,157,93,data_v2/raw_train/grade3_108.jpg
694,215,158,108,data_v2/raw_train/grade3_11.jpg
695,215,152,52,data_v2/raw_train/grade3_128.jpg
696,215,159,67,data_v2/raw_train/grade3_165.jpg
697,215,157,73,data_v2/raw_train/grade3_214.jpg
698,215,136,53,data_v2/raw_train/grade3_221.jpg
699,215,169,69,data_v2/raw_train/grade3_278.jpg
700,215,152,112,data_v2/raw_train/grade3_284.jpg
701,215,161,65,data_v2/raw_train/grade3_32.jpg
702,215,165,65,data_v2/raw_train/grade3_47.jpg
703,215,151,89,data_v2/raw_train/grade4_120.jpg
704,215,160,58,data_v2/raw_train/grade4_153.jpg
705,215,146,102,data_v2/raw_train/grade4_168.jpg
706,215,153,52,data_v2/raw_train/grade4_17.jpg
707,215,168,85,data_v2/raw_train/grade4_171.jpg
708,215,163,72,data_v2/raw_train/grade4_172.jpg
709,215,162,68,data_v2/raw_train/grade4_182.jpg
710,215,158,98,data_v2/raw_train/grade4_2.jpg
711,215,148,59,data_v2/raw_train/grade4_225.jpg
712,215,157,92,data_v2/raw_train/grade4_304.jpg
713,215,161,71,data_v2/raw_train/grade4_42.jpg
714,215,156,47,data_v2/raw_train/grade4_50.jpg
715,215,156,106,data_v2/raw_train/grade4_72.jpg
716,215,165,111,data_v2/raw_train/grade4_84.jpg
717,215,160,54,data_v2/raw_train/grade4_92.jpg
718,215,160,65,data_v2/raw_train/grade4_94.jpg
719,215,153,87,data_v2/raw_train/grade5_154.jpg
720,215,152,80,data_v2/raw_train/grade5_155.jpg
721,215,133,100,data_v2/raw_train/grade5_169.jpg
722,215,157,30,data_v2/raw_train/grade5_257.jpg
723,215,145,80,data_v2/raw_train/grade5_295.jpg
724,215,159,43,data_v2/raw_train/grade5_3.jpg
725,215,163,98,data_v2/raw_train/grade5_301.jpg
726,215,153,46,data_v2/raw_train/grade5_36.jpg
727,215,168,88,data_v2/raw_train/grade5_38.jpg
728,215,164,101,data_v2/raw_train/grade5_43.jpg
729,215,153,91,data_v2/raw_train/grade5_44.jpg
730,215,165,77,data_v2/raw_train/grade5_57.jpg
731,215,132,56,data_v2/raw_train/grade6_137.jpg
732,215,156,98,data_v2/raw_train/grade6_147.jpg
733,215,174,117,data_v2/raw_train/grade6_174.jpg
734,215,162,100,data_v2/raw_train/grade6_200.jpg
735,215,163,39,data_v2/raw_train/grade6_283.jpg
736,215,163,91,data_v2/raw_train/grade6_4.jpg
737,215,164,75,data_v2/raw_train/grade6_41.jpg
738,215,164,67,data_v2/raw_train/grade7_12.jpg
739,215,168,93,data_v2/raw_train/grade7_125.jpg
740,215,140,92,data_v2/raw_train/grade7_171.jpg
741,215,152,71,data_v2/raw_train/grade7_210.jpg
742,215,159,43,data_v2/raw_train/grade7_228.jpg
743,215,162,111,data_v2/raw_train/grade7_23.jpg
744,215,152,85,data_v2/raw_train/grade7_239.jpg
745,215,158,91,data_v2/raw_train/grade7_266.jpg
746,215,137,81,data_v2/raw_train/grade7_279.jpg
747,215,151,110,data_v2/raw_train/grade7_88.jpg
748,215,147,80,data_v2/raw_train/grade8_108.jpg
749,215,160,39,data_v2/raw_train/grade8_216.jpg
750,215,157,60,data_v2/raw_train/grade8_22.jpg
751,215,156,13,data_v2/raw_train/grade8_240.jpg
752,215,155,51,data_v2/raw_train/grade8_254.jpg
753,215,153,49,data_v2/raw_train/grade8_52.jpg
754,215,110,68,data_v2/raw_train/grade8_73.jpg
755,215,149,96,data_v2/raw_train/grade9_50.jpg
756,214,143,61,data_v2/raw_train/grade1_108.jpg
757,214,164,109,data_v2/raw_train/grade1_117.jpg
758,214,121,83,data_v2/raw_train/grade1_22.jpg
759,214,171,88,data_v2/raw_train/grade1_31.jpg
760,214,160,83,data_v2/raw_train/grade2_103.jpg
761,214,165,91,data_v2/raw_train/grade2_183.jpg
762,214,175,109,data_v2/raw_train/grade2_196.jpg
763,214,163,94,data_v2/raw_train/grade2_2.jpg
764,214,146,107,data_v2/raw_train/grade2_219.jpg
765,214,163,93,data_v2/raw_train/grade2_228.jpg
766,214,154,74,data_v2/raw_train/grade2_246.jpg
767,214,164,57,data_v2/raw_train/grade2_252.jpg
768,214,158,102,data_v2/raw_train/grade2_260.jpg
769,214,164,66,data_v2/raw_train/grade2_269.jpg
770,214,168,77,data_v2/raw_train/grade2_278.jpg
771,214,162,64,data_v2/raw_train/grade2_301.jpg
772,214,155,45,data_v2/raw_train/grade3_155.jpg
773,214,154,91,data_v2/raw_train/grade3_191.jpg
774,214,182,118,data_v2/raw_train/grade3_195.jpg
775,214,162,116,data_v2/raw_train/grade3_203.jpg
776,214,164,93,data_v2/raw_train/grade3_233.jpg
777,214,162,73,data_v2/raw_train/grade3_24.jpg
778,214,149,89,data_v2/raw_train/grade3_248.jpg
779,214,162,42,data_v2/raw_train/grade3_254.jpg
780,214,161,66,data_v2/raw_train/grade3_33.jpg
781,214,137,67,data_v2/raw_train/grade3_48.jpg
782,214,127,68,data_v2/raw_train/grade3_59.jpg
783,214,163,88,data_v2/raw_train/grade3_66.jpg
784,214,153,22,data_v2/raw_train/grade3_79.jpg
785,214,153,101,data_v2/raw_train/grade3_83.jpg
786,214,146,52,data_v2/raw_train/grade3_95.jpg
787,214,161,102,data_v2/raw_train/grade4_134.jpg
788,214,163,98,data_v2/raw_train/grade4_139.jpg
789,214,169,106,data_v2/raw_train/grade4_151.jpg
790,214,126,69,data_v2/raw_train/grade4_163.jpg
791,214,158,99,data_v2/raw_train/grade4_167.jpg
792,214,151,72,data_v2/raw_train/grade4_178.jpg
793,214,150,23,data_v2/raw_train/grade4_194.jpg
794,214,161,29,data_v2/raw_train/grade4_201.jpg
795,214,152,54,data_v2/raw_train/grade4_204.jpg
796,214,155,117,data_v2/raw_train/grade4_209.jpg
797,214,151,46,data_v2/raw_train/grade4_212.jpg
798,214,155,57,data_v2/raw_train/grade4_216.jpg
799,214,156,101,data_v2/raw_train/grade4_234.jpg
800,214,153,57,data_v2/raw_train/grade4_244.jpg
801,214,156,10,data_v2/raw_train/grade4_263.jpg
802,214,151,64,data_v2/raw_train/grade4_274.jpg
803,214,102,58,data_v2/raw_train/grade4_31.jpg
804,214,162,63,data_v2/raw_train/grade4_36.jpg
805,214,124,62,data_v2/raw_train/grade4_5.jpg
806,214,132,67,data_v2/raw_train/grade4_59.jpg
807,214,169,102,data_v2/raw_train/grade4_89.jpg
808,214,158,97,data_v2/raw_train/grade5_133.jpg
809,214,138,60,data_v2/raw_train/grade5_156.jpg
810,214,157,97,data_v2/raw_train/grade5_171.jpg
811,214,182,134,data_v2/raw_train/grade5_198.jpg
812,214,159,73,data_v2/raw_train/grade5_211.jpg
813,214,152,98,data_v2/raw_train/grade5_227.jpg
814,214,161,73,data_v2/raw_train/grade5_23.jpg
815,214,161,82,data_v2/raw_train/grade5_26.jpg
816,214,163,46,data_v2/raw_train/grade5_266.jpg
817,214,157,49,data_v2/raw_train/grade5_49.jpg
818,214,132,63,data_v2/raw_train/grade5_59.jpg
819,214,146,45,data_v2/raw_train/grade5_75.jpg
820,214,158,29,data_v2/raw_train/grade5_79.jpg
821,214,120,73,data_v2/raw_train/grade6_110.jpg
822,214,176,119,data_v2/raw_train/grade6_127.jpg
823,214,155,35,data_v2/raw_train/grade6_129.jpg
824,214,172,101,data_v2/raw_train/grade6_144.jpg
825,214,163,65,data_v2/raw_train/grade6_17.jpg
826,214,155,97,data_v2/raw_train/grade6_18.jpg
827,214,153,58,data_v2/raw_train/grade6_215.jpg
828,214,158,46,data_v2/raw_train/grade6_22.jpg
829,214,154,13,data_v2/raw_train/grade6_259.jpg
830,214,165,81,data_v2/raw_train/grade6_29.jpg
831,214,162,73,data_v2/raw_train/grade6_303.jpg
832,214,158,61,data_v2/raw_train/grade7_121.jpg
833,214,119,52,data_v2/raw_train/grade7_132.jpg
834,214,155,68,data_v2/raw_train/grade7_167.jpg
835,214,157,73,data_v2/raw_train/grade7_169.jpg
836,214,165,72,data_v2/raw_train/grade7_174.jpg
837,214,156,15,data_v2/raw_train/grade7_244.jpg
838,214,154,19,data_v2/raw_train/grade7_246.jpg
839,214,165,128,data_v2/raw_train/grade7_42.jpg
840,214,170,135,data_v2/raw_train/grade7_43.jpg
841,214,155,66,data_v2/raw_train/grade7_59.jpg
842,214,147,50,data_v2/raw_train/grade7_96.jpg
843,214,123,64,data_v2/raw_train/grade8_160.jpg
844,214,160,48,data_v2/raw_train/grade8_304.jpg
845,214,181,167,data_v2/raw_train/grade9_141.jpg
846,214,145,2,data_v2/raw_train/grade9_173.jpg
847,214,118,81,data_v2/raw_train/grade9_193.jpg
848,214,147,91,data_v2/raw_train/grade9_213.jpg
849,214,128,90,data_v2/raw_train/grade9_27.jpg
850,214,151,50,data_v2/raw_train/grade9_279.jpg
851,214,153,114,data_v2/raw_train/grade9_305.jpg
852,214,152,50,data_v2/raw_train/grade9_37.jpg
853,213,164,70,data_v2/raw_train/grade1_103.jpg
854,213,178,113,data_v2/raw_train/grade1_186.jpg
855,213,139,73,data_v2/raw_train/grade1_205.jpg
856,213,163,68,data_v2/raw_train/grade1_233.jpg
857,213,162,83,data_v2/raw_train/grade1_243.jpg
858,213,155,62,data_v2/raw_train/grade1_248.jpg
859,213,162,86,data_v2/raw_train/grade1_252.jpg
860,213,160,85,data_v2/raw_train/grade1_262.jpg
861,213,172,85,data_v2/raw_train/grade1_32.jpg
862,213,107,77,data_v2/raw_train/grade1_34.jpg
863,213,156,34,data_v2/raw_train/grade1_41.jpg
864,213,165,118,data_v2/raw_train/grade1_50.jpg
865,213,163,70,data_v2/raw_train/grade2_112.jpg
866,213,120,80,data_v2/raw_train/grade2_12.jpg
867,213,163,74,data_v2/raw_train/grade2_135.jpg
868,213,169,122,data_v2/raw_train/grade2_206.jpg
869,213,146,105,data_v2/raw_train/grade2_216.jpg
870,213,157,83,data_v2/raw_train/grade2_227.jpg
871,213,155,38,data_v2/raw_train/grade2_235.jpg
872,213,119,70,data_v2/raw_train/grade2_241.jpg
873,213,151,69,data_v2/raw_train/grade2_57.jpg
874,213,158,106,data_v2/raw_train/grade2_59.jpg
875,213,164,115,data_v2/raw_train/grade2_77.jpg
876,213,153,16,data_v2/raw_train/grade3_101.jpg
877,213,155,108,data_v2/raw_train/grade3_12.jpg
878,213,143,18,data_v2/raw_train/grade3_143.jpg
879,213,160,58,data_v2/raw_train/grade3_158.jpg
880,213,156,34,data_v2/raw_train/grade3_16.jpg
881,213,165,82,data_v2/raw_train/grade3_175.jpg
882,213,144,102,data_v2/raw_train/grade3_201.jpg
883,213,161,86,data_v2/raw_train/grade3_242.jpg
884,213,163,50,data_v2/raw_train/grade3_245.jpg
885,213,155,62,data_v2/raw_train/grade3_247.jpg
886,213,166,63,data_v2/raw_train/grade3_279.jpg
887,213,168,90,data_v2/raw_train/grade3_297.jpg
888,213,175,96,data_v2/raw_train/grade3_38.jpg
889,213,124,63,data_v2/raw_train/grade3_55.jpg
890,213,164,83,data_v2/raw_train/grade3_80.jpg
891,213,136,85,data_v2/raw_train/grade4_111.jpg
892,213,171,109,data_v2/raw_train/grade4_126.jpg
893,213,162,53,data_v2/raw_train/grade4_18.jpg
894,213,140,60,data_v2/raw_train/grade4_183.jpg
895,213,153,92,data_v2/raw_train/grade4_187.jpg
896,213,157,21,data_v2/raw_train/grade4_190.jpg
897,213,155,112,data_v2/raw_train/grade4_210.jpg
898,213,162,100,data_v2/raw_train/grade4_233.jpg
899,213,170,70,data_v2/raw_train/grade4_292.jpg
900,213,163,75,data_v2/raw_train/grade4_35.jpg
901,213,129,72,data_v2/raw_train/grade4_46.jpg
902,213,141,51,data_v2/raw_train/grade4_75.jpg
903,213,156,104,data_v2/raw_train/grade4_85.jpg
904,213,162,86,data_v2/raw_train/grade4_99.jpg
905,213,165,107,data_v2/raw_train/grade5_148.jpg
906,213,168,111,data_v2/raw_train/grade5_160.jpg
907,213,148,108,data_v2/raw_train/grade5_179.jpg
908,213,159,44,data_v2/raw_train/grade5_18.jpg
909,213,129,62,data_v2/raw_train/grade5_19.jpg
910,213,158,112,data_v2/raw_train/grade5_207.jpg
911,213,147,45,data_v2/raw_train/grade5_220.jpg
912,213,163,77,data_v2/raw_train/grade5_300.jpg
913,213,165,114,data_v2/raw_train/grade5_83.jpg
914,213,147,91,data_v2/raw_train/grade6_120.jpg
915,213,134,80,data_v2/raw_train/grade6_183.jpg
916,213,167,109,data_v2/raw_train/grade6_195.jpg
917,213,165,73,data_v2/raw_train/grade6_204.jpg
918,213,149,64,data_v2/raw_train/grade6_222.jpg
919,213,156,91,data_v2/raw_train/grade6_266.jpg
920,213,138,107,data_v2/raw_train/grade6_280.jpg
921,213,159,62,data_v2/raw_train/grade6_40.jpg
922,213,170,115,data_v2/raw_train/grade7_119.jpg
923,213,162,96,data_v2/raw_train/grade7_120.jpg
924,213,105,67,data_v2/raw_train/grade7_143.jpg
925,213,157,76,data_v2/raw_train/grade7_156.jpg
926,213,152,66,data_v2/raw_train/grade7_185.jpg
927,213,139,102,data_v2/raw_train/grade7_190.jpg
928,213,148,77,data_v2/raw_train/grade7_225.jpg
929,213,149,110,data_v2/raw_train/grade7_252.jpg
930,213,164,104,data_v2/raw_train/grade7_64.jpg
931,213,153,61,data_v2/raw_train/grade8_14.jpg
932,213,155,75,data_v2/raw_train/grade8_158.jpg
933,213,165,103,data_v2/raw_train/grade8_235.jpg
934,213,127,60,data_v2/raw_train/grade8_72.jpg
935,213,119,86,data_v2/raw_train/grade9_11.jpg
936,213,174,88,data_v2/raw_train/grade9_231.jpg
937,213,143,89,data_v2/raw_train/grade9_297.jpg
938,213,149,91,data_v2/raw_train/grade9_39.jpg
939,213,153,63,data_v2/raw_train/grade9_44.jpg
940,213,162,67,data_v2/raw_train/grade9_5.jpg
941,212,165,107,data_v2/raw_train/grade1_104.jpg
942,212,161,20,data_v2/raw_train/grade1_115.jpg
943,212,151,55,data_v2/raw_train/grade1_122.jpg
944,212,156,80,data_v2/raw_train/grade1_127.jpg
945,212,174,132,data_v2/raw_train/grade1_21.jpg
946,212,148,109,data_v2/raw_train/grade1_210.jpg
947,212,164,50,data_v2/raw_train/grade1_228.jpg
948,212,163,102,data_v2/raw_train/grade1_24.jpg
949,212,162,74,data_v2/raw_train/grade1_261.jpg
950,212,138,93,data_v2/raw_train/grade1_27.jpg
951,212,171,85,data_v2/raw_train/grade1_33.jpg
952,212,165,111,data_v2/raw_train/grade1_37.jpg
953,212,167,67,data_v2/raw_train/grade1_9.jpg
954,212,166,74,data_v2/raw_train/grade1_96.jpg
955,212,161,18,data_v2/raw_train/grade2_110.jpg
956,212,157,62,data_v2/raw_train/grade2_132.jpg
957,212,151,28,data_v2/raw_train/grade2_140.jpg
958,212,153,89,data_v2/raw_train/grade2_161.jpg
959,212,167,87,data_v2/raw_train/grade2_186.jpg
960,212,164,113,data_v2/raw_train/grade2_203.jpg
961,212,141,66,data_v2/raw_train/grade2_211.jpg
962,212,164,31,data_v2/raw_train/grade2_234.jpg
963,212,170,86,data_v2/raw_train/grade2_24.jpg
964,212,164,109,data_v2/raw_train/grade2_249.jpg
965,212,164,72,data_v2/raw_train/grade2_288.jpg
966,212,160,75,data_v2/raw_train/grade2_34.jpg
967,212,166,113,data_v2/raw_train/grade2_42.jpg
968,212,162,98,data_v2/raw_train/grade2_88.jpg
969,212,162,97,data_v2/raw_train/grade3_140.jpg
970,212,173,109,data_v2/raw_train/grade3_152.jpg
971,212,120,64,data_v2/raw_train/grade3_166.jpg
972,212,164,106,data_v2/raw_train/grade3_173.jpg
973,212,153,90,data_v2/raw_train/grade3_177.jpg
974,212,166,121,data_v2/raw_train/grade3_202.jpg
975,212,158,49,data_v2/raw_train/grade3_21.jpg
976,212,149,17,data_v2/raw_train/grade3_223.jpg
977,212,170,88,data_v2/raw_train/grade3_23.jpg
978,212,164,82,data_v2/raw_train/grade3_239.jpg
979,212,164,96,data_v2/raw_train/grade3_241.jpg
980,212,158,108,data_v2/raw_train/grade3_26.jpg
981,212,151,18,data_v2/raw_train/grade3_267.jpg
982,212,154,11,data_v2/raw_train/grade3_282.jpg
983,212,165,46,data_v2/raw_train/grade3_30.jpg
984,212,154,100,data_v2/raw_train/grade3_39.jpg
985,212,163,61,data_v2/raw_train/grade3_7.jpg
986,212,165,86,data_v2/raw_train/grade3_78.jpg
987,212,165,76,data_v2/raw_train/grade3_9.jpg
988,212,152,12,data_v2/raw_train/grade3_90.jpg
989,212,164,70,data_v2/raw_train/grade3_92.jpg
990,212,123,61,data_v2/raw_train/grade4_100.jpg
991,212,162,76,data_v2/raw_train/grade4_102.jpg
992,212,153,93,data_v2/raw_train/grade4_119.jpg
993,212,158,60,data_v2/raw_train/grade4_131.jpg
994,212,125,85,data_v2/raw_train/grade4_14.jpg
995,212,139,67,data_v2/raw_train/grade4_205.jpg
996,212,162,52,data_v2/raw_train/grade4_207.jpg
997,212,153,103,data_v2/raw_train/grade4_211.jpg
